Cycle,Direction,Position_mm,Force_N,StrokeCount,Time_s
25,BWD,122.91788,0.02000,26,170.706
25,BWD,122.79328,0.03000,26,170.805
25,BWD,122.63800,0.00000,26,170.900
25,BWD,122.51830,-0.00000,26,171.013
25,BWD,122.38588,0.00000,26,171.105
25,BWD,122.27785,0.00000,26,171.208
25,BWD,122.17809,0.00000,26,171.300
25,BWD,122.10375,0.02000,26,171.375
25,BWD,122.03633,-0.01000,26,171.474
25,BWD,121.96610,0.01000,26,171.569
25,BWD,121.90705,0.01000,26,171.664
25,BWD,121.85701,0.01000,26,171.742
25,BWD,121.82713,-0.00000,26,171.824
25,BWD,121.79153,-0.01000,26,171.921
26,FWD,121.77517,0.00000,26,171.967
26,FWD,121.75592,0.01000,26,172.062
26,FWD,121.74354,0.01000,26,172.141
26,FWD,121.74014,0.02000,26,172.220
26,FWD,121.74274,0.00000,26,172.303
26,FWD,121.75101,0.00000,26,172.406
26,FWD,121.77361,0.00000,26,172.504
26,FWD,121.79974,0.02000,26,172.563
26,FWD,121.82530,-0.01000,26,172.657
26,FWD,121.87018,0.01000,26,172.751
26,FWD,121.91728,-0.01000,26,172.821
26,FWD,121.95972,0.00000,26,172.906
26,FWD,122.02712,0.01000,26,173.004
26,FWD,122.09779,-0.00000,26,173.105
26,FWD,122.19841,0.01000,26,173.208
26,FWD,122.30329,0.01000,26,173.302
26,FWD,122.41726,0.00000,26,173.404
26,FWD,122.51585,0.00000,26,173.507
26,FWD,122.66773,0.00000,26,173.603
26,FWD,122.80000,-0.01000,26,173.713
26,FWD,122.96214,-0.00000,26,173.808
26,FWD,123.10128,0.01000,26,173.907
26,FWD,123.23717,0.01000,26,173.974
26,FWD,123.33775,-0.01000,26,174.041
26,FWD,123.45634,0.01000,26,174.121
26,FWD,123.56258,-0.01000,26,174.208
26,FWD,123.69995,0.01000,26,174.307
26,FWD,123.86080,-0.00000,26,174.405
26,FWD,124.00528,0.00000,26,174.508
26,FWD,124.15607,0.02000,26,174.603
26,FWD,124.28603,0.02000,26,174.712
26,FWD,124.46020,0.00000,26,174.805
26,FWD,124.60122,0.46000,26,174.899
26,FWD,124.73306,2.36000,27,174.964
26,BWD,124.74883,2.75000,27,175.307
26,BWD,124.74498,2.67000,27,175.404
26,BWD,124.73336,2.58000,27,175.504
26,BWD,124.71084,1.88000,27,175.574
26,BWD,124.68775,1.49000,27,175.653
26,BWD,124.65328,1.17000,27,175.732
26,BWD,124.61705,0.34000,27,175.811
26,BWD,124.57343,0.18000,27,175.905
26,BWD,124.52071,0.14000,27,175.971
26,BWD,124.47251,0.09000,27,176.038
26,BWD,124.42110,0.07000,27,176.107
26,BWD,124.35429,0.04000,27,176.201
26,BWD,124.27151,-0.00000,27,176.307
26,BWD,124.16461,0.00000,27,176.369
26,BWD,124.09431,0.00000,27,176.441
26,BWD,124.00237,0.01000,27,176.519
26,BWD,123.90207,0.01000,27,176.599
26,BWD,123.80289,0.00000,27,176.703
26,BWD,123.64613,0.01000,27,176.813
26,BWD,123.48129,0.00000,27,176.912
26,BWD,123.33704,0.01000,27,177.004
26,BWD,123.19531,0.02000,27,177.114
26,BWD,123.03505,0.00000,27,177.205
26,BWD,122.89368,0.00000,27,177.299
26,BWD,122.75484,0.01000,27,177.407
26,BWD,122.62395,0.01000,27,177.498
26,BWD,122.50582,0.02000,27,177.576
26,BWD,122.39797,-0.03000,27,177.657
26,BWD,122.32189,0.01000,27,177.726
26,BWD,122.23717,0.02000,27,177.807
26,BWD,122.14463,0.01000,27,177.932
26,BWD,122.05502,0.01000,27,178.008
26,BWD,122.00459,0.00000,27,178.099
26,BWD,121.94194,0.00000,27,178.162
26,BWD,121.89709,0.01000,27,178.242
26,BWD,121.86212,0.04000,27,178.310
26,BWD,121.83083,-0.01000,27,178.376
26,BWD,121.80489,0.01000,27,178.460
26,BWD,121.77834,0.00000,27,178.527
26,BWD,121.76192,0.01000,27,178.610
26,BWD,121.74808,-0.00000,27,178.677
26,BWD,121.74177,0.00000,27,178.743
26,BWD,121.74000,0.00000,27,178.825
26,BWD,121.74390,0.01000,27,178.909
26,BWD,121.75424,0.04000,27,179.009
26,BWD,121.77397,-0.00000,27,179.109
26,BWD,121.78689,0.01000,27,179.175
27,FWD,121.78833,0.00000,27,179.211
27,FWD,121.79619,0.01000,27,179.303
27,FWD,121.81443,0.00000,27,179.408
27,FWD,121.84332,0.01000,27,179.476
27,FWD,121.86830,0.03000,27,179.543
27,FWD,121.89760,0.00000,27,179.625
27,FWD,121.93936,0.02000,27,179.710
27,FWD,121.98955,0.00000,27,179.799
27,FWD,122.05766,0.01000,27,179.877
27,FWD,122.11008,0.01000,27,179.943
27,FWD,122.16594,0.02000,27,180.014
27,FWD,122.23917,-0.00000,27,180.108
27,FWD,122.32674,0.00000,27,180.210
27,FWD,122.43344,-0.00000,27,180.276
27,FWD,122.51186,0.01000,27,180.358
27,FWD,122.61352,-0.01000,27,180.428
27,FWD,122.72327,0.01000,27,180.510
27,FWD,122.83284,-0.00000,27,180.609
27,FWD,122.96764,0.01000,27,180.676
27,FWD,123.06858,0.01000,27,180.758
27,FWD,123.19141,-0.01000,27,180.841
27,FWD,123.31491,0.00000,27,180.913
27,FWD,123.44424,0.01000,27,181.012
27,FWD,123.58996,0.01000,27,181.109
27,FWD,123.73553,0.01000,27,181.209
27,FWD,123.86646,0.01000,27,181.310
27,FWD,124.01788,0.01000,27,181.408
27,FWD,124.16611,0.01000,27,181.475
27,FWD,124.26775,0.00000,27,181.560
27,FWD,124.39524,0.04000,27,181.628
27,FWD,124.50998,0.10000,27,181.709
27,FWD,124.61630,0.33000,27,181.809
27,FWD,124.77148,1.82000,28,181.909
27,BWD,124.84058,4.38000,28,182.241
27,BWD,124.83772,4.26000,28,182.326
27,BWD,124.82681,4.05000,28,182.409
27,BWD,124.81157,3.57000,28,182.508
27,BWD,124.78265,3.04000,28,182.608
27,BWD,124.74375,1.93000,28,182.674
27,BWD,124.71215,1.52000,28,182.760
27,BWD,124.66573,1.05000,28,182.827
27,BWD,124.62350,0.61000,28,182.908
27,BWD,124.56593,0.20000,28,183.009
27,BWD,124.48615,0.08000,28,183.076
27,BWD,124.42764,0.06000,28,183.160
27,BWD,124.34892,0.01000,28,183.226
27,BWD,124.28014,0.01000,28,183.308
27,BWD,124.18939,0.00000,28,183.409
27,BWD,124.07139,0.01000,28,183.476
27,BWD,123.98450,0.01000,28,183.560
27,BWD,123.85146,0.01000,28,183.641
27,BWD,123.74707,0.00000,28,183.709
27,BWD,123.65378,0.00000,28,183.809
27,BWD,123.50300,0.01000,28,183.877
27,BWD,123.40112,0.01000,28,183.948
27,BWD,123.28246,0.01000,28,184.030
27,BWD,123.16872,0.01000,28,184.112
27,BWD,123.05035,0.01000,28,184.209
27,BWD,122.90286,0.01000,28,184.304
27,BWD,122.75198,-0.01000,28,184.411
27,BWD,122.60156,0.02000,28,184.507
27,BWD,122.49458,-0.01000,28,184.575
27,BWD,122.39621,0.01000,28,184.657
27,BWD,122.30418,0.01000,28,184.740
27,BWD,122.23416,-0.00000,28,184.823
27,BWD,122.15630,0.01000,28,184.907
27,BWD,122.08292,0.01000,28,184.975
27,BWD,122.02892,0.00000,28,185.043
27,BWD,121.96728,0.00000,28,185.140
27,BWD,121.91717,0.03000,28,185.208
27,BWD,121.87129,0.00000,28,185.308
27,BWD,121.83150,0.00000,28,185.373
27,BWD,121.80525,0.00000,28,185.441
27,BWD,121.78334,0.02000,28,185.523
27,BWD,121.76246,0.01000,28,185.607
27,BWD,121.74815,0.00000,28,185.708
27,BWD,121.74037,0.02000,28,185.777
27,BWD,121.74080,-0.00000,28,185.859
27,BWD,121.74715,0.01000,28,185.943
27,BWD,121.76361,0.00000,28,186.026
27,BWD,121.77927,0.01000,28,186.108
27,BWD,121.78686,0.01000,28,186.174
28,FWD,121.78854,0.00000,28,186.209
28,FWD,121.79748,0.02000,28,186.308
28,FWD,121.81667,-0.01000,28,186.408
28,FWD,121.84608,0.02000,28,186.508
28,FWD,121.87890,0.02000,28,186.573
28,FWD,121.90929,0.01000,28,186.639
28,FWD,121.94448,0.00000,28,186.725
28,FWD,121.99590,0.01000,28,186.808
28,FWD,122.06345,0.01000,28,186.908
28,FWD,122.13042,0.01000,28,186.976
28,FWD,122.20270,0.02000,28,187.059
28,FWD,122.26756,0.02000,28,187.142
28,FWD,122.35403,0.00000,28,187.211
28,FWD,122.44287,0.01000,28,187.310
28,FWD,122.56099,-0.00000,28,187.408
28,FWD,122.67027,0.00000,28,187.508
28,FWD,122.80848,0.00000,28,187.607
28,FWD,122.95366,-0.00000,28,187.707
28,FWD,123.10354,0.01000,28,187.773
28,FWD,123.20358,-0.00000,28,187.842
28,FWD,123.30611,0.02000,28,187.925
28,FWD,123.43077,0.00000,28,188.009
28,FWD,123.55633,0.01000,28,188.109
28,FWD,123.70681,0.00000,28,188.175
28,FWD,123.80776,0.02000,28,188.257
28,FWD,123.93652,0.01000,28,188.326
28,FWD,124.05333,-0.01000,28,188.407
28,FWD,124.15298,0.00000,28,188.521
28,FWD,124.32868,0.00000,28,188.608
28,FWD,124.45554,0.03000,28,188.707
28,FWD,124.60365,0.62000,28,188.811
28,FWD,124.76801,2.50000,29,188.907
28,BWD,124.82913,4.22000,29,189.241
28,BWD,124.82664,4.05000,29,189.308
28,BWD,124.81900,3.99000,29,189.406
28,BWD,124.80120,3.17000,29,189.508
28,BWD,124.77209,2.62000,29,189.610
28,BWD,124.72984,2.02000,29,189.704
28,BWD,124.68234,0.78000,30,189.798
28,BWD,124.61520,0.31000,30,189.907
28,BWD,124.54939,0.17000,30,190.000
28,BWD,124.47598,0.10000,30,190.105
28,BWD,124.38017,-0.01000,30,190.199
28,BWD,124.28589,0.00000,30,190.310
28,BWD,124.16875,0.00000,30,190.408
28,BWD,124.04709,0.00000,30,190.503
28,BWD,123.93667,0.01000,30,190.575
28,BWD,123.82571,0.01000,30,190.654
28,BWD,123.71111,-0.02000,30,190.733
28,BWD,123.60629,-0.00000,30,190.811
28,BWD,123.47541,0.01000,30,190.909
28,BWD,123.32449,0.00000,30,191.005
28,BWD,123.20023,-0.01000,30,191.107
28,BWD,123.03056,0.02000,30,191.202
28,BWD,122.88671,0.00000,30,191.300
28,BWD,122.75124,-0.00000,30,191.374
28,BWD,122.65916,0.01000,30,191.456
28,BWD,122.54995,0.01000,30,191.529
28,BWD,122.45393,0.01000,30,191.608
28,BWD,122.34843,0.02000,30,191.701
28,BWD,122.25652,0.02000,30,191.812
28,BWD,122.15102,0.01000,30,191.906
28,BWD,122.07138,-0.02000,30,192.010
28,BWD,121.98988,0.02000,30,192.105
28,BWD,121.92731,-0.00000,30,192.200
28,BWD,121.87396,0.02000,30,192.310
28,BWD,121.82327,0.00000,30,192.404
28,BWD,121.78925,0.00000,30,192.499
29,FWD,121.77193,0.01000,30,192.556
29,FWD,121.75272,0.01000,30,192.637
29,FWD,121.74324,0.03000,30,192.716
29,FWD,121.74001,0.01000,30,192.810
29,FWD,121.74423,0.01000,30,192.904
29,FWD,121.75749,0.01000,30,192.998
29,FWD,121.77826,0.01000,30,193.105
29,FWD,121.81516,0.01000,30,193.200
29,FWD,121.85616,-0.00000,30,193.309
29,FWD,121.91508,-0.00000,30,193.403
29,FWD,121.97512,-0.02000,30,193.498
29,FWD,122.04109,-0.00000,30,193.606
29,FWD,122.13437,0.01000,30,193.700
29,FWD,122.22331,0.02000,30,193.810
29,FWD,122.33704,0.01000,30,193.905
29,FWD,122.44395,-0.01000,30,193.999
29,FWD,122.54951,0.00000,30,194.068
29,FWD,122.64131,-0.02000,30,194.142
29,FWD,122.75233,0.00000,30,194.235
29,FWD,122.89053,0.02000,30,194.313
29,FWD,122.99872,0.01000,30,194.399
29,FWD,123.12518,0.01000,30,194.473
29,FWD,123.23464,0.02000,30,194.554
29,FWD,123.35572,0.02000,30,194.624
29,FWD,123.47617,0.01000,30,194.720
29,FWD,123.61754,0.01000,30,194.814
29,FWD,123.74191,0.02000,30,194.906
29,FWD,123.90057,0.01000,30,195.002
29,FWD,124.02895,0.02000,30,195.108
29,FWD,124.18093,-0.00000,30,195.174
29,FWD,124.28191,0.02000,30,195.241
29,FWD,124.38118,0.04000,30,195.312
29,FWD,124.50537,0.05000,30,195.409
29,FWD,124.65492,1.38000,30,195.510
29,FWD,124.78429,3.21000,31,195.574
29,BWD,124.80604,3.81000,31,195.908
29,BWD,124.80322,3.65000,31,196.009
29,BWD,124.78854,3.47000,31,196.106
29,BWD,124.76665,2.41000,31,196.207
29,BWD,124.73227,1.89000,31,196.303
29,BWD,124.69160,1.34000,31,196.413
29,BWD,124.63375,0.85000,31,196.506
29,BWD,124.57311,0.16000,31,196.607
29,BWD,124.50888,0.11000,31,196.707
29,BWD,124.41266,0.08000,31,196.806
29,BWD,124.32463,0.03000,31,196.900
29,BWD,124.22748,0.01000,31,197.005
29,BWD,124.12141,0.00000,31,197.105
29,BWD,123.98670,0.01000,31,197.199
29,BWD,123.86701,0.01000,31,197.307
29,BWD,123.70652,0.01000,31,197.401
29,BWD,123.58427,0.01000,31,197.501
29,BWD,123.42676,0.00000,31,197.572
29,BWD,123.30703,0.01000,31,197.652
29,BWD,123.19115,0.00000,31,197.730
29,BWD,123.07382,-0.00000,31,197.809
29,BWD,122.95427,0.00000,31,197.903
29,BWD,122.81383,0.03000,31,198.005
29,BWD,122.68391,-0.00000,31,198.104
29,BWD,122.55457,0.02000,31,198.199
29,BWD,122.43630,0.00000,31,198.310
29,BWD,122.31006,0.00000,31,198.405
29,BWD,122.21284,0.01000,31,198.500
29,BWD,122.12412,0.01000,31,198.605
29,BWD,122.03103,0.00000,31,198.700
29,BWD,121.96387,0.02000,31,198.809
29,BWD,121.89618,0.03000,31,198.908
29,BWD,121.84621,0.01000,31,199.003
29,BWD,121.81034,0.02000,31,199.106
29,BWD,121.77625,-0.00000,31,199.201
29,BWD,121.75507,0.01000,31,199.310
29,BWD,121.74185,0.01000,31,199.408
29,BWD,121.74046,0.02000,31,199.504
29,BWD,121.74797,0.00000,31,199.605
29,BWD,121.76680,-0.00000,31,199.700
29,BWD,121.78274,0.00000,31,199.810
29,BWD,121.78984,0.02000,31,199.904
30,FWD,121.79000,0.02000,31,199.941
30,FWD,121.79286,0.01000,31,200.023
30,FWD,121.80251,0.00000,31,200.103
30,FWD,121.82027,0.01000,31,200.199
30,FWD,121.84848,0.02000,31,200.278
30,FWD,121.88019,-0.00000,31,200.358
30,FWD,121.91818,0.00000,31,200.438
30,FWD,121.96101,0.01000,31,200.517
30,FWD,122.01041,0.02000,31,200.611
30,FWD,122.07786,0.02000,31,200.709
30,FWD,122.15703,-0.00000,31,200.808
30,FWD,122.24416,-0.00000,31,200.908
30,FWD,122.34897,0.01000,31,201.008
30,FWD,122.44189,-0.01000,31,201.074
30,FWD,122.52103,0.01000,31,201.141
30,FWD,122.62281,0.02000,31,201.240
30,FWD,122.73468,0.02000,31,201.307
30,FWD,122.82945,0.01000,31,201.407
30,FWD,122.98174,0.01000,31,201.477
30,FWD,123.09782,0.00000,31,201.554
30,FWD,123.21621,0.00000,31,201.633
30,FWD,123.32349,0.01000,31,201.712
30,FWD,123.45805,0.01000,31,201.806
30,FWD,123.58179,0.02000,31,201.874
30,FWD,123.68439,0.01000,31,201.960
30,FWD,123.82652,0.01000,31,202.056
30,FWD,123.96028,-0.00000,31,202.124
30,FWD,124.07417,0.01000,31,202.205
30,FWD,124.19209,0.02000,31,202.300
30,FWD,124.33337,0.00000,31,202.409
30,FWD,124.50184,0.07000,31,202.507
30,FWD,124.62672,0.21000,31,202.611
30,FWD,124.79699,3.94000,32,202.703
30,BWD,124.84473,4.47000,32,203.042
30,BWD,124.84172,4.22000,32,203.120
30,BWD,124.83109,4.22000,32,203.200
30,BWD,124.81504,3.85000,32,203.309
30,BWD,124.78201,2.61000,32,203.404
30,BWD,124.74820,2.22000,32,203.475
30,BWD,124.70966,1.02000,32,203.558
30,BWD,124.66328,0.79000,33,203.652
30,BWD,124.61035,0.17000,33,203.727
30,BWD,124.54649,0.08000,33,203.807
30,BWD,124.49187,0.10000,33,203.873
30,BWD,124.42146,0.04000,33,203.954
30,BWD,124.35541,-0.00000,33,204.033
30,BWD,124.27072,0.00000,33,204.109
30,BWD,124.17944,-0.00000,33,204.208
30,BWD,124.05728,0.01000,33,204.305
30,BWD,123.94783,0.02000,33,204.406
30,BWD,123.78865,0.00000,33,204.503
30,BWD,123.64806,0.02000,33,204.609
30,BWD,123.50293,-0.00000,33,204.698
30,BWD,123.36102,-0.00000,33,204.806
30,BWD,123.19410,-0.01000,33,204.901
30,BWD,123.05180,0.01000,33,205.011
30,BWD,122.88645,0.00000,33,205.105
30,BWD,122.76450,0.00000,33,205.206
30,BWD,122.62541,-0.01000,33,205.307
30,BWD,122.48215,-0.01000,33,205.402
30,BWD,122.37844,0.01000,33,205.474
30,BWD,122.30595,0.01000,33,205.556
30,BWD,122.20731,-0.01000,33,205.653
30,BWD,122.12936,0.02000,33,205.730
30,BWD,122.05846,0.01000,33,205.805
30,BWD,121.99893,0.03000,33,205.900
30,BWD,121.93568,-0.01000,33,206.002
30,BWD,121.88081,-0.01000,33,206.106
30,BWD,121.83267,0.00000,33,206.174
30,BWD,121.80580,0.02000,33,206.242
30,BWD,121.77985,0.01000,33,206.340
30,BWD,121.75713,0.00000,33,206.435
30,BWD,121.74410,0.00000,33,206.529
30,BWD,121.74002,-0.00000,33,206.610
30,BWD,121.74337,0.00000,33,206.706
30,BWD,121.75648,-0.00000,33,206.806
30,BWD,121.77531,0.01000,33,206.901
30,BWD,121.78698,0.01000,33,207.009
31,FWD,121.78996,0.01000,33,207.056
31,FWD,121.79381,0.00000,33,207.137
31,FWD,121.80458,0.03000,33,207.224
31,FWD,121.82670,0.00000,33,207.307
31,FWD,121.85092,-0.00000,33,207.400
31,FWD,121.88847,0.01000,33,207.506
31,FWD,121.94216,0.02000,33,207.603
31,FWD,121.99858,-0.01000,33,207.697
31,FWD,122.05511,-0.00000,33,207.777
31,FWD,122.12700,0.01000,33,207.873
31,FWD,122.20894,0.02000,33,207.958
31,FWD,122.29588,0.00000,33,208.041
31,FWD,122.37856,0.01000,33,208.121
31,FWD,122.45641,-0.00000,33,208.207
31,FWD,122.55756,-0.00000,33,208.306
31,FWD,122.68379,0.00000,33,208.407
31,FWD,122.84270,0.01000,33,208.500
31,FWD,122.97936,0.01000,33,208.608
31,FWD,123.12373,0.01000,33,208.707
31,FWD,123.27231,0.02000,33,208.806
31,FWD,123.42319,0.01000,33,208.908
31,FWD,123.57904,0.01000,33,209.004
31,FWD,123.72256,0.01000,33,209.108
31,FWD,123.89039,0.01000,33,209.205
31,FWD,124.02229,0.00000,33,209.307
31,FWD,124.17209,0.02000,33,209.373
31,FWD,124.27213,0.00000,33,209.457
31,FWD,124.41343,0.08000,33,209.534
31,FWD,124.53187,0.17000,33,209.613
31,FWD,124.63434,0.21000,33,209.708
31,FWD,124.77792,3.91000,34,209.808
31,BWD,124.84787,4.36000,34,210.160
31,BWD,124.84367,4.30000,34,210.258
31,BWD,124.82932,3.87000,34,210.356
31,BWD,124.80702,3.06000,34,210.442
31,BWD,124.77796,2.66000,34,210.522
31,BWD,124.74969,2.04000,34,210.608
31,BWD,124.70435,1.44000,34,210.708
31,BWD,124.64362,0.43000,34,210.803
31,BWD,124.58467,0.16000,34,210.874
31,BWD,124.52353,0.08000,34,210.954
31,BWD,124.45633,0.07000,34,211.042
31,BWD,124.37466,0.02000,34,211.136
31,BWD,124.27854,0.01000,34,211.230
31,BWD,124.18787,0.02000,34,211.309
31,BWD,124.07918,0.01000,34,211.401
31,BWD,123.96941,0.00000,34,211.507
31,BWD,123.82303,0.01000,34,211.608
31,BWD,123.66035,0.00000,34,211.706
31,BWD,123.51653,-0.00000,34,211.801
31,BWD,123.37363,0.01000,34,211.912
31,BWD,123.20988,0.01000,34,212.008
31,BWD,123.05933,0.01000,34,212.105
31,BWD,122.91801,0.00000,34,212.200
31,BWD,122.77873,0.01000,34,212.310
31,BWD,122.62569,0.01000,34,212.405
31,BWD,122.50471,0.00000,34,212.509
31,BWD,122.38158,0.02000,34,212.609
31,BWD,122.27280,0.01000,34,212.704
31,BWD,122.18928,0.01000,34,212.803
31,BWD,122.09853,-0.00000,34,212.872
31,BWD,122.03515,0.00000,34,212.944
31,BWD,121.98277,-0.01000,34,213.039
31,BWD,121.92748,0.01000,34,213.107
31,BWD,121.88124,0.01000,34,213.204
31,BWD,121.83541,0.01000,34,213.299
31,BWD,121.79882,-0.00000,34,213.408
31,BWD,121.76642,0.02000,34,213.507
31,BWD,121.74875,0.01000,34,213.603
31,BWD,121.74110,-0.00000,34,213.673
31,BWD,121.74037,0.00000,34,213.751
31,BWD,121.74481,0.01000,34,213.840
31,BWD,121.75882,0.00000,34,213.942
31,BWD,121.77863,0.00000,34,214.020
31,BWD,121.78745,0.02000,34,214.100
32,FWD,121.78909,-0.00000,34,214.131
32,FWD,121.79537,0.01000,34,214.222
32,FWD,121.81104,0.01000,34,214.316
32,FWD,121.83572,0.00000,34,214.398
32,FWD,121.86331,-0.01000,34,214.475
32,FWD,121.89729,-0.01000,34,214.553
32,FWD,121.93705,0.01000,34,214.633
32,FWD,121.98329,0.01000,34,214.726
32,FWD,122.04539,-0.01000,34,214.803
32,FWD,122.10477,-0.00000,34,214.910
32,FWD,122.19587,-0.01000,34,215.005
32,FWD,122.28582,0.02000,34,215.100
32,FWD,122.38403,0.00000,34,215.178
32,FWD,122.45979,-0.01000,34,215.257
32,FWD,122.56982,0.01000,34,215.336
32,FWD,122.66133,-0.01000,34,215.419
32,FWD,122.77248,-0.00000,34,215.505
32,FWD,122.90847,-0.02000,34,215.599
32,FWD,123.05013,0.00000,34,215.709
32,FWD,123.21826,-0.01000,34,215.806
32,FWD,123.35992,0.01000,34,215.902
32,FWD,123.49400,0.00000,34,215.973
32,FWD,123.60035,0.01000,34,216.051
32,FWD,123.72994,0.00000,34,216.131
32,FWD,123.84734,-0.00000,34,216.210
32,FWD,123.97010,0.00000,34,216.306
32,FWD,124.11459,0.00000,34,216.410
32,FWD,124.26988,0.01000,34,216.507
32,FWD,124.41091,0.05000,34,216.600
32,FWD,124.55225,0.14000,34,216.710
32,FWD,124.71687,0.62000,34,216.804
32,FWD,124.84254,3.49000,35,216.872
32,BWD,124.86649,4.70000,35,217.225
32,BWD,124.86257,4.56000,35,217.303
32,BWD,124.85385,4.35000,35,217.401
32,BWD,124.83432,3.92000,35,217.504
32,BWD,124.79854,2.58000,35,217.599
32,BWD,124.75935,1.91000,35,217.708
32,BWD,124.70251,1.28000,36,217.802
32,BWD,124.64872,0.74000,36,217.908
32,BWD,124.56602,0.11000,36,218.005
32,BWD,124.49656,0.08000,36,218.099
32,BWD,124.40904,0.03000,36,218.208
32,BWD,124.29105,0.00000,36,218.303
32,BWD,124.18848,0.00000,36,218.409
32,BWD,124.05430,0.01000,36,218.507
32,BWD,123.92484,0.02000,36,218.603
32,BWD,123.79113,0.02000,36,218.697
32,BWD,123.65237,0.01000,36,218.776
32,BWD,123.53131,0.01000,36,218.854
32,BWD,123.39822,0.00000,36,218.942
32,BWD,123.28213,0.00000,36,219.021
32,BWD,123.16475,0.00000,36,219.115
32,BWD,123.03159,0.02000,36,219.206
32,BWD,122.90325,0.01000,36,219.307
32,BWD,122.73830,0.01000,36,219.403
32,BWD,122.61966,-0.00000,36,219.472
32,BWD,122.53294,0.01000,36,219.539
32,BWD,122.44939,-0.02000,36,219.625
32,BWD,122.33612,-0.00000,36,219.708
32,BWD,122.25320,0.00000,36,219.802
32,BWD,122.16140,0.01000,36,219.897
32,BWD,122.07840,0.00000,36,220.008
32,BWD,121.99326,0.02000,36,220.104
32,BWD,121.93265,0.03000,36,220.209
32,BWD,121.87058,0.01000,36,220.304
32,BWD,121.82698,0.02000,36,220.398
32,BWD,121.79045,0.01000,36,220.508
33,FWD,121.77204,0.00000,36,220.540
33,FWD,121.75581,0.01000,36,220.621
33,FWD,121.74550,0.01000,36,220.707
33,FWD,121.74006,0.02000,36,220.804
33,FWD,121.74351,0.01000,36,220.898
33,FWD,121.75565,0.01000,36,221.007
33,FWD,121.77779,0.01000,36,221.073
33,FWD,121.80311,0.01000,36,221.154
33,FWD,121.82973,0.00000,36,221.241
33,FWD,121.87560,0.02000,36,221.335
33,FWD,121.92900,-0.00000,36,221.429
33,FWD,121.98306,0.00000,36,221.508
33,FWD,122.05479,0.00000,36,221.607
33,FWD,122.12258,0.01000,36,221.706
33,FWD,122.23539,0.01000,36,221.803
33,FWD,122.32568,0.00000,36,221.898
33,FWD,122.43217,0.02000,36,222.007
33,FWD,122.58286,0.02000,36,222.109
33,FWD,122.70567,0.01000,36,222.203
33,FWD,122.82615,0.01000,36,222.273
33,FWD,122.94479,-0.00000,36,222.352
33,FWD,123.06284,-0.01000,36,222.431
33,FWD,123.17990,0.01000,36,222.510
33,FWD,123.29754,0.01000,36,222.603
33,FWD,123.44267,0.01000,36,222.708
33,FWD,123.59702,0.02000,36,222.803
33,FWD,123.73840,0.01000,36,222.912
33,FWD,123.90237,0.00000,36,223.007
33,FWD,124.04433,-0.00000,36,223.101
33,FWD,124.17159,0.00000,36,223.170
33,FWD,124.27486,0.00000,36,223.254
33,FWD,124.41647,0.04000,36,223.350
33,FWD,124.55786,0.12000,36,223.428
33,FWD,124.67511,0.35000,36,223.506
33,FWD,124.79312,1.57000,37,223.600
33,BWD,124.84111,4.15000,37,223.947
33,BWD,124.83809,4.11000,37,224.039
33,BWD,124.82610,3.69000,37,224.134
33,BWD,124.80643,3.33000,37,224.208
33,BWD,124.78143,3.06000,37,224.305
33,BWD,124.74397,1.69000,37,224.401
33,BWD,124.69787,1.10000,38,224.511
33,BWD,124.63309,0.62000,38,224.605
33,BWD,124.57522,0.16000,38,224.674
33,BWD,124.52351,0.09000,38,224.757
33,BWD,124.44244,0.05000,38,224.854
33,BWD,124.35219,0.02000,38,224.949
33,BWD,124.25462,0.01000,38,225.043
33,BWD,124.14790,0.01000,38,225.122
33,BWD,124.05745,0.00000,38,225.197
33,BWD,123.96028,0.01000,38,225.307
33,BWD,123.80325,0.01000,38,225.401
33,BWD,123.66362,-0.01000,38,225.511
33,BWD,123.49837,0.01000,38,225.606
33,BWD,123.37250,0.01000,38,225.708
33,BWD,123.20119,0.01000,38,225.802
33,BWD,123.07371,-0.00000,38,225.873
33,BWD,122.97301,0.02000,38,225.951
33,BWD,122.83925,0.00000,38,226.029
33,BWD,122.72627,0.01000,38,226.108
33,BWD,122.63505,0.01000,38,226.174
33,BWD,122.54748,0.02000,38,226.241
33,BWD,122.45168,0.01000,38,226.319
33,BWD,122.36939,0.00000,38,226.406
33,BWD,122.26797,0.01000,38,226.500
33,BWD,122.17554,0.01000,38,226.610
33,BWD,122.08711,0.00000,38,226.724
33,BWD,121.99129,-0.00000,38,226.820
33,BWD,121.93310,-0.01000,38,226.905
33,BWD,121.88571,0.00000,38,226.971
33,BWD,121.84666,0.01000,38,227.050
33,BWD,121.81344,0.00000,38,227.130
33,BWD,121.78806,0.01000,38,227.206
34,FWD,121.77554,-0.00000,38,227.239
34,FWD,121.75893,0.00000,38,227.336
34,FWD,121.74503,0.00000,38,227.424
34,FWD,121.74003,0.02000,38,227.521
34,FWD,121.74384,0.00000,38,227.599
34,FWD,121.75189,0.01000,38,227.699
34,FWD,121.77333,0.01000,38,227.770
34,FWD,121.79868,0.01000,38,227.850
34,FWD,121.82681,0.01000,38,227.930
34,FWD,121.86121,0.01000,38,228.021
34,FWD,121.91182,0.01000,38,228.115
34,FWD,121.96584,0.00000,38,228.207
34,FWD,122.03039,0.01000,38,228.301
34,FWD,122.13313,0.01000,38,228.411
